0.067870	0.004157	 0.001025 
0.155431	0.007453	 0.000539 
0.251797	0.011001	 0.000442 
0.349481	0.016850	 0.000421 
0.448136	0.024485	 0.000449 
0.547082	0.033942	 0.000525 
0.646201	0.047847	 0.000661 
0.745191	0.058604	 0.000889 
0.844268	0.073812	 0.001278 
0.943535	0.074605	 0.001973 
1.042894	0.086452	 0.003307 
1.142434	0.074708	 0.006179 
1.242379	0.066435	 0.013280 
